id,code,name,class_div,danger_sec,group_env_onu,group_env_onu_disp_esp,qty_limit,qty_except,int_emb_env,int_emb_env_disp_esp,int_trasp,int_trasp_disp_esp,start_date
waybill_materiales_peligrosos_2035,M2036,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO C, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,PP21,,,2021-06-01
waybill_materiales_peligrosos_2036,M2037,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO D, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,,,2021-06-01
waybill_materiales_peligrosos_2037,M2038,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO D, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,,,2021-06-01
waybill_materiales_peligrosos_2038,M2039,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO E, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,,,2021-06-01
waybill_materiales_peligrosos_2039,M2040,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO E, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,,,2021-06-01
waybill_materiales_peligrosos_2040,M2041,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO F, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,T23,,2021-06-01
waybill_materiales_peligrosos_2041,M2042,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO F, CON TEMPERATURA REGULADA",4.1,,,194   274,0,E0,P520,,T23,,2021-06-01
waybill_materiales_peligrosos_2042,M2043,"2-BROMO-2-NITROPROPANO-1,3-DIOL",4.1,,III,246,5 kg,E1,P520 IBC08,PP22          B3,,,2021-06-01
waybill_materiales_peligrosos_2043,M2044,AZODICARBONAMIDA,4.1,,II,215,1 kg,E0,P409,,T3,TP33,2021-06-01
waybill_materiales_peligrosos_2044,M2045,"SÓLIDOS QUE CONTIENEN LÍQUIDO TÓXICO, N.E.P.",6.1,,II,217    274,500 g,E4,P002 IBC02,PP9,T2  BK1   BK2,TP33,2021-06-01
waybill_materiales_peligrosos_2045,M2046,"SÓLIDOS QUE CONTIENEN LÍQUIDO CORROSIVO, N.E.P.",8,,II,218    274,1 kg,E2,P002 IBC05,PP9,T3  BK1   BK2,TP33,2021-06-01
waybill_materiales_peligrosos_2046,M2047,MICROORGANISMOS MODIFICADOS GENÉTICAMENTE u ORGANISMOS MODIFICADOS GENÉTICAMENTE,9,,,219,0,E0,"P904
IBC99",,,,2021-06-01
waybill_materiales_peligrosos_2047,M2048,"CLORURO DE
METANOSULFONILO",6.1,8,I,354,0,E0,P602,,T20,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_2048,M2049,PEROXOBORATO DE SODIO ANHIDRO,5.1,,II,,1 kg,E2,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_2049,M2050,"MEDICAMENTO LÍQUIDO, INFLAMABLE, TÓXICO, N.E.P.",3,6.1,II,"220
221",1 L,E2,P001,,,,2021-06-01
waybill_materiales_peligrosos_2050,M2051,"MEDICAMENTO SÓLIDO, TÓXICO, N.E.P.",6.1,,II,221,500 g,E4,P002,,T3,TP33,2021-06-01
waybill_materiales_peligrosos_2051,M2052,ÁCIDO CLOROACÉTICO FUNDIDO,6.1,8,II,,0,E0,NINGUNA,,T7,"TP3
TP28",2021-06-01
waybill_materiales_peligrosos_2052,M2053,MONONITRATO-5-DE ISOSORBIDA,4.1,,III,"132
226",5 kg,E0,P409,,,,2021-06-01
waybill_materiales_peligrosos_2053,M2054,"DIFLUOROMETANO
(GAS REFRIGERANTE R32)",2.1,,,,0,E0,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2054,M2055,TRIOXOSILICATO DE DISODIO,8,,III,,5 kg,E1,"P002
IBC08
LP02",B3,T1,TP33,2021-06-01
waybill_materiales_peligrosos_2055,M2056,TRIBUTILFOSFANO,4.2,,I,,0,E0,P400,,T21,"TP2
TP7",2021-06-01
waybill_materiales_peligrosos_2056,M2057,HIPOCLORITO DE terc-BUTILO,4.2,8,I,,0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2057,M2058,"LÍQUIDO A TEMPERATURA ELEVADA, INFLAMABLE, N.E.P., de punto de inflamación superior a 60 °C, a una temperatura igual o superior al punto de inflamación",3,,III,274,0,E0,"P099
IBC01",,T3,"TP3
TP29",2021-06-01
waybill_materiales_peligrosos_2058,M2059,"LÍQUIDO A TEMPERATURA ELEVADA, N.E.P., a una temperatura igual o superior a 100 °C e inferior a su punto de inflamación (incluidos los metales fundidos, las sales fundidas, etc.)",9,,III,"232
274",0,E0,"P099
IBC01",,T3,"TP3
TP29",2021-06-01
waybill_materiales_peligrosos_2059,M2060,"SÓLIDO A TEMPERATURA ELEVADA, N.E.P., a una temperatura igual o superior a 240 °C",9,,III,"232
274",0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2060,M2061,"AMINAS SÓLIDAS, CORROSIVAS, N.E.P., o POLIAMINAS SÓLIDAS, CORROSIVAS, N.E.P.",8,,I,274,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2061,M2062,"SÓLIDO CORROSIVO, ÁCIDO, INORGÁNICO, N.E.P.",8,,I,274,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2062,M2063,"SÓLIDO CORROSIVO, ÁCIDO, ORGÁNICO, N.E.P.",8,,I,274,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2063,M2064,"SÓLIDO CORROSIVO, BÁSICO, INORGÁNICO, N.E.P.",8,,I,274,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2064,M2065,"SÓLIDO CORROSIVO, BÁSICO, ORGÁNICO, N.E.P.",8,,I,274,0,E0,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2065,M2066,"LÍQUIDO CORROSIVO, ÁCIDO, INORGÁNICO, N.E.P.",8,,I,274,0,E0,P001,,T14,"TP2
TP27",2021-06-01
waybill_materiales_peligrosos_2066,M2067,"LÍQUIDO CORROSIVO, ÁCIDO, ORGÁNICO, N.E.P.",8,,I,274,0,E0,P001,,T14,"TP2
TP27",2021-06-01
waybill_materiales_peligrosos_2067,M2068,"LÍQUIDO CORROSIVO, BÁSICO, INORGÁNICO, N.E.P.",8,,I,274,0,E0,P001,,T14,"TP2
TP27",2021-06-01
waybill_materiales_peligrosos_2068,M2069,"LÍQUIDO CORROSIVO, BÁSICO, ORGÁNICO, N.E.P.",8,,I,274,0,E0,P001,,T14,"TP2
TP27",2021-06-01
waybill_materiales_peligrosos_2069,M2070,DISPOSITIVOS DE SEGURIDAD de iniciación eléctrica,9,,,280   289,0,E0,P902 LP902,,,,2021-06-01
waybill_materiales_peligrosos_2070,M2071,"BOLSA DE RESINA POLIESTÉRICA, material básico líquido",3,,II,236     340,5 L,E0,P302,,,,2021-06-01
waybill_materiales_peligrosos_2071,M2072,"FILTROS DE MEMBRANAS NITROCELULÓSICAS, con un máximo del 12,6 % de nitrógeno, por masa seca",4.1,,II,237    286,1 kg,E2,P411,,,,2021-06-01
waybill_materiales_peligrosos_2072,M2073,"ÉTERES, N.E.P.",3,,II,274,1 L,E2,P001 IBC02,,T7,TP1 TP8 TP28,2021-06-01
waybill_materiales_peligrosos_2073,M2074,"ÉSTERES, N.E.P.",3,,II,274,1 L,E2,P001 IBC02,,T7,TP1 TP8 TP28,2021-06-01
waybill_materiales_peligrosos_2074,M2075,"NITRILOS INFLAMABLES, TÓXICOS, N.E.P.",3,6.1,I,274,0,E0,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2075,M2076,"ALCOHOLATOS EN SOLUCIÓN, N.E.P. en alcohol",3,8,II,274,1 L,E2,"P001
IBC02",,,,2021-06-01
waybill_materiales_peligrosos_2076,M2077,"NITRILOS TÓXICOS, INFLAMABLES, N.E.P.",6.1,3,I,274   315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2077,M2078,"NITRILOS LÍQUIDOS TÓXICOS, N.E.P.",6.1,,I,274   315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2078,M2079,"CLOROFORMIATOS TÓXICOS, CORROSIVOS, N.E.P.",6.1,8,II,274,100 ml,E4,"P001
IBC02",,T8,"TP2
TP13 TP28",2021-06-01
waybill_materiales_peligrosos_2079,M2080,"COMPUESTO ORGANOFOSFORADO LÍQUIDO TÓXICO, N.E.P.",6.1,,I,43    274   315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2080,M2081,"COMPUESTO ORGANOFOSFORADO TÓXICO, INFLAMABLE, N.E.P.",6.1,3,I,43    274   315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2081,M2082,"COMPUESTO ORGANOARSENICAL, LÍQUIDO, N.E.P.",6.1,,I,274   315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2082,M2083,"CARBONILOS METÁLICOS LÍQUIDOS, N.E.P.",6.1,,I,274   315,0,E5,P601,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2083,M2084,"COMPUESTO ORGANOMETÁLICO LÍQUIDO TÓXICO, , N.E.P.",6.1,,I,274,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2084,M2085,"SELENIO, COMPUESTO DE, SÓLIDO, N.E.P.",6.1,,I,274,0,E5,P002 IBC07,B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2085,M2086,"TELURIO, COMPUESTO DE, N.E.P.",6.1,,I,274,0,E5,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2086,M2087,"VANADIO, COMPUESTO DE, N.E.P.",6.1,,I,274,0,E5,"P002
IBC07",B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2087,M2088,"LÍQUIDO INFLAMABLE, TÓXICO, CORROSIVO, N.E.P.",3,6.1       8,I,274,0,E0,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2088,M2089,"LÍQUIDO TÓXICO, INORGÁNICO, N.E.P.",6.1,,I,274    315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2089,M2090,"SÓLIDO TÓXICO, INORGÁNICO, N.E.P.",6.1,,I,274,0,E5,"P002
IBC99",,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2090,M2091,"LÍQUIDO TÓXICO, CORROSIVO, INORGÁNICO, N.E.P.",6.1,8,I,274    315,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2091,M2092,"SÓLIDO TÓXICO, CORROSIVO, INORGÁNICO, N.E.P.",6.1,8,I,274,0,E5,"P002
IBC99",,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2092,M2093,"DESECHOS CLÍNICOS, N.E.P.
oDESECHOS (BIO)MÉDICOS, N.E.P. o DESECHOS MÉDICOS REGULADOS, N.E.P.",6.2,,,,0,E0,"P621
IBC620
LP621",BK2,,,2021-06-01
waybill_materiales_peligrosos_2093,M2094,BATERÍAS QUE CONTIENEN SODIO o ELEMENTOS DE BATERÍA QUE CONTIENEN SODIO,4.3,,,239,0,E0,P408,,,,2021-06-01
waybill_materiales_peligrosos_2094,M2095,"HIDRAZINA EN SOLUCIÓN ACUOSA con un máximo del 37 %, en masa, de hidrazina",6.1,,III,223,5 L,E1,"P001
IBC03
LP01",,T4,TP1,2021-06-01
waybill_materiales_peligrosos_2095,M2096,"CIANURO DE HIDRÓGENO EN SOLUCIÓN ALCOHÓLICA, con un máximo del 45 % de cianuro de hidrógeno",6.1,3,I,,0,E0,P601,,T14,"TP2
TP13",2021-06-01
waybill_materiales_peligrosos_2096,M2097,"HIDROCARBUROS LÍQUIDOS, N.E.P.",3,,I,,500 ml,E3,P001,,T11,"TP1
TP8
TP28",2021-06-01
waybill_materiales_peligrosos_2097,M2098,HEPTAFLUOROPROPANO (GAS REFRIGERANTE R 227),2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2098,M2099,"ÓXIDO DE ETILENO Y CLOROTETRAFLUORO-ETANO, MEZCLA DE, con un máximo del 8,8 % de óxido de etileno",2.2,,,392,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2099,M2100,"ÓXIDO DE ETILENO Y PENTAFLUOROETANO, MEZCLA DE, con un máximo del 7,9 % de óxido de etileno",2.2,,,392,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2100,M2101,"ÓXIDO DE ETILENO Y TETRAFLUOROETANO, MEZCLA DE, con un máximo del 5,6 % de óxido de etileno",2.2,,,392,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2101,M2102,"ÓXIDO DE ETILENO Y DIÓXIDO DE CARBONO, MEZCLA DE, con más del 87 % de óxido de etileno",2.3,2.1,,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2102,M2103,"LÍQUIDO CORROSIVO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",8,4.2,I,274,0,E0,P001,,,,2021-06-01
waybill_materiales_peligrosos_2103,M2104,"ACRILATO 2-
DIMETILAMINOETÍLICO ESTABILIZADO",6.1,,II,386,100 ml,E4,"P001
IBC02",,T7,TP2,2021-06-01
waybill_materiales_peligrosos_2104,M2105,"GAS COMPRIMIDO, TÓXICO, OXIDANTE, N.E.P.",2.3,5.1,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2105,M2106,"GAS COMPRIMIDO, TÓXICO, CORROSIVO, N.E.P.",2.3,8,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2106,M2107,"GAS COMPRIMIDO, TÓXICO, INFLAMABLE, CORROSIVO, N.E.P.",2.3,"2.1
8",274,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2107,M2108,"GAS COMPRIMIDO, TÓXICO, OXIDANTE, CORROSIVO, N.E.P.",2.3,"5.1
8",274,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2108,M2109,"GAS LICUADO, TÓXICO, OXIDANTE, N.E.P.",2.3,5.1,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2109,M2110,"GAS LICUADO, TÓXICO, CORROSIVO, N.E.P.",2.3,8,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2110,M2111,"GAS LICUADO, TÓXICO, INFLAMABLE, CORROSIVO, N.E.P",2.3,"2.1
8",274,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2111,M2112,"GAS LICUADO, TÓXICO, OXIDANTE, CORROSIVO, N.E.P",2.3,"5.1
8",274,,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2112,M2113,"GAS, LÍQUIDO REFRIGERADO, OXIDANTE, N.E.P.",2.2,5.1,,274,0,E0,P203,,T75,"TP5
TP22",2021-06-01
waybill_materiales_peligrosos_2113,M2114,"GAS, LÍQUIDO REFRIGERADO, INFLAMABLE, N.E.P.",2.1,,,274,0,E0,P203,,T75,TP5,2021-06-01
waybill_materiales_peligrosos_2114,M2115,PIGMENTOS ORGÁNICOS QUE EXPERIMENTAN UN CALENTAMIENTO ESPONTÁNEO,4.2,,II,,0,E2,"P002
IBC08","B2, B4",T3,TP33,2021-06-01
waybill_materiales_peligrosos_2115,M2116,"COMPUESTO PARA EL MOLDEADO DE PLÁSTICOS en forma de pasta, hoja o cuerda estirada que desprende vapores inflamables",9,,III,207,5 kg,E1,"P002
IBC08","PP14
B3, B6",,,2021-06-01
waybill_materiales_peligrosos_2116,M2117,MUESTRA QUÍMICA TÓXICA,6.1,,I,250,0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2117,M2118,EQUIPO QUÍMICO o BOTIQUÍN DE URGENCIA,9,,,"251
340","Véase la
DE251
en el
capítulo
3.3","Véase la
DE340
en el
capítulo
3.3",P901,,,,2021-06-01
waybill_materiales_peligrosos_2118,M2119,"2-AMINO-4,6-DINITROFENOL, HUMEDECIDO con una proporción de agua, en masa, con un mínimo del 20 %",4.1,,I,28,0,E0,P406,PP26,,,2021-06-01
waybill_materiales_peligrosos_2119,M2120,"SOLUCIÓN ACUOSA DE AMONIACO, con una densidad relativa menor de 0,880 a 15 °C, con más del 50 % de amoiíaco",2.3,8,,23,0,E0,P200,,,T50,2021-06-01
waybill_materiales_peligrosos_2120,M2121,"NITROGLICERINA EN MEZCLA, DESENSIBILIZADA, SÓLIDA, N.E.P. con más del 2 % pero no más del 10 %, en masa, de nitroglicerina",4.1,,II,"272
274",0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2121,M2122,"BOROHIDRURO DE SODIO Y SOLUCIÓN DE HIDRÓXIDO DE SODIO con un máximo del 12 % de borohidruro de sodio y un máximo del 40 %, en masa, de hidróxido de sodio",8,,II,,1 L,E2,P001 IBC02,,T7,TP2,2021-06-01
waybill_materiales_peligrosos_2122,M2123,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-II), no fisionables o fisionables exceptuados",7,,,172   317    325    336,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,T5,TP4,2021-06-01
waybill_materiales_peligrosos_2123,M2124,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-III), no fisionables o fisionables exceptuados",7,,,172   317    325    336,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,T5,TP4,2021-06-01
waybill_materiales_peligrosos_2124,M2125,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO C, no fisionables o fisionables exceptuados",7,,,172   317    325,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2125,M2126,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-II), FISIONABLES",7,,,172   326  336,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2126,M2127,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-III), FISIONABLES",7,,,172   326  336,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2127,M2128,"MATERIALES RADIACTIVOS, OBJETOS CONTAMINADOS EN LA SUPERFICIE (OCS-I u OCS-II), FISIONABLES",7,,,172   326,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2128,M2129,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO A, FISIONABLES, no en forma especial",7,,,172   326,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2129,M2130,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO B(U), FISIONABLES",7,,,172   326  337,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2130,M2131,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO B(M), FISIONABLES",7,,,172,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2131,M2132,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO C, FISIONABLES",7,,,172   326,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2132,M2133,"MATERIALES RADIACTIVOS, TRANSPORTADOS EN VIRTUD DE ARREGLOS ESPECIALES, FISIONABLES",7,,,172   326,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2133,M2134,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO A, EN FORMA ESPECIAL, no fisionables
ofisionables exceptuados",7,,,"172
317",0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2134,M2135,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO A, EN FORMA ESPECIAL, FISIONABLES",7,,,172,0,E0,véase el capítulo 2.7 y la sección 4.1.9,,,,2021-06-01
waybill_materiales_peligrosos_2135,M2136,"LÍQUIDO REGULADO PARA AVIACIÓN, N.E.P.",9,,,"106
274
276",0,E1,N/A,,,,2021-06-01
waybill_materiales_peligrosos_2136,M2137,"SÓLIDO REGULADO PARA AVIACIÓN, N.E.P.",9,,,"106
274
276",0,E1,N/A,,,,2021-06-01
waybill_materiales_peligrosos_2137,M2138,"MERCAPTANOS, LÍQUIDOS, INFLAMABLES, N.E.P., o MERCAPTANOS EN MEZCLA, LÍQUIDA, INFLAMABLE, N.E.P.",3,,I,274,0,E0,P001,,T11,TP2,2021-06-01
waybill_materiales_peligrosos_2138,M2139,GAS REFRIGERANTE R 404A,2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2139,M2140,GAS REFRIGERANTE R 407A,2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2140,M2141,GAS REFRIGERANTE R 407B,2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2141,M2142,GAS REFRIGERANTE R 407C,2.2,,,,120 ml,E1,P200,,T50,,2021-06-01
waybill_materiales_peligrosos_2142,M2143,DIÓXIDO DE TIOUREA,4.2,,II,,0,E2,"P002
IBC06",B2,T3,TP33,2021-06-01
waybill_materiales_peligrosos_2143,M2144,XANTATOS,4.2,,II,,0,E2,"P002
IBC06",B2,T3,TP33,2021-06-01
waybill_materiales_peligrosos_2144,M2145,"NITROGLICERINA EM MEZCLA, DESENSIBILIZADA, LÍQUIDA, INFLAMABLE, N.E.P., con un máximo del 30 %, en masa, de nitroglicerina",3,,,"274
278",0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2145,M2146,"TETRANITRATO DE PENTAERITRITA (TETRANITRATO DE PENTAERITRITOL; PENTRITA; TNPE), EN MEZCLA, DESENSIBILIZADO, SÓLIDO, N.E.P., con más del 10 % pero no más del 20 %, en masa, de TNPE",4.1,,II,"272
274",0,E0,P406,"PP26
PP80",,,2021-06-01
waybill_materiales_peligrosos_2146,M2147,"PLAGUICIDA DERIVADO DEL ÁCIDO FENOXIACÉTICO, SÓLIDO, TÓXICO",6.1,,I,61     274,0,E5,P002 IBC07,B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2147,M2148,"PLAGUICIDA DERIVADO DEL ÁCIDO FENOXIACÉTICO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",3,6.1,I,61     274,0,E0,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2148,M2149,"PLAGUICIDA DERIVADO DEL ÁCIDO FENOXIACÉTICO, LÍQUIDO, TÓXICO, INFLAMABLE, de punto de inflamación igual o superior a 23 °C",6.1,3,I,61     274,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2149,M2150,"PLAGUICIDA DERIVADO DEL ÁCIDO FENOXIACÉTICO, LÍQUIDO, TÓXICO",6.1,,I,61     274,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2150,M2151,"PLAGUICIDA PIRETROIDEO, SÓLIDO, TÓXICO",6.1,,I,61     274,0,E5,P002 IBC07,B1,T6,TP33,2021-06-01
waybill_materiales_peligrosos_2151,M2152,"PLAGUICIDA PIRETROIDEO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",3,6.1,I,61     274,0,E0,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2152,M2153,"PLAGUICIDA PIRETROIDEO, LÍQUIDO, TÓXICO, INFLAMABLE, de punto de inflamación no inferior a 23 °C",6.1,3,I,61     274,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2153,M2154,"PLAGUICIDA PIRETROIDEO, LÍQUIDO, TÓXICO",6.1,,I,61     274,0,E5,P001,,T14,"TP2
TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2154,M2155,"GAS INSECTICIDA, INFLAMABLE, N.E.P.",2.1,,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2155,M2156,"GAS INSECTICIDA, TÓXICO, INFLAMABLE, N.E.P.",2.3,2.1,,274,0,E0,P200,,,,2021-06-01
waybill_materiales_peligrosos_2156,M2157,GENERADOR QUÍMICO DE OXÍGENO (Producto o material explosivo),5.1,,,284,0,E0,P500,,,,2021-06-01
waybill_materiales_peligrosos_2157,M2158,"NITROGLICERINA EN MEZCLA, DESENSIBILIZADA, LÍQUIDA, N.E.P., con un máximo del 30 %, en masa, de nitroglicerina",3,,II,274   288,0,E0,P099,,,,2021-06-01
waybill_materiales_peligrosos_2158,M2159,"MÁQUINAS REFRIGERADORAS que contienen gas líquido inflamable, no tóxico",2.1,,,291,0,E0,P003,PP32,,,2021-06-01
waybill_materiales_peligrosos_2159,M2160,UNIDAD DE TRANSPORTE SOMETIDA A FUMIGACIÓN,9,,,302,0,E0,NINGUNA,,,,2021-06-01
waybill_materiales_peligrosos_2160,M2161,"FIBRAS DE ORIGEN VEGETAL, SECAS",4.1,,,29    123   299,0,E0,P003,PP19,,,2021-06-01
waybill_materiales_peligrosos_2161,M2162,"CLOROSILANOS TÓXICOS CORROSIVOS, N.E.P",6.1,8,II,274,0,E0,P010,,T14,"TP2
TP 7    TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2162,M2163,"CLOROSILANOS TÓXICOS CORROSIVOS INFLAMABLES, N.E.P",6.1,3            8,II,274,0,E0,P010,,T14,"TP2
TP 7    TP13 TP27",2021-06-01
waybill_materiales_peligrosos_2163,M2164,"MERCANCÍAS PELIGROSAS EN ARTÍCULOS o MERCANCÍAS PELIGROSAS EN MAQUINARIA
oMERCANCÍAS PELIGROSAS EN APARATOS",9,,,301,0,E0,P907,,,,2021-06-01
waybill_materiales_peligrosos_2164,M2165,"TRINITROFENOL (ÁCIDO PÍCRICO) HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2165,M2166,"TRINITROCLOROBENCENO (CLORURO DE PICRILO) HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2166,M2167,"TRINITROTOLUENO (TNT) HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2167,M2168,"TRINITROBENCENO
HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2168,M2169,"ÁCIDO TRINITROBENZOICO HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2169,M2170,"DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP24,,,2021-06-01
waybill_materiales_peligrosos_2170,M2171,"NITRATO DE UREA
HUMEDECIDO con un mínimo del 10 %, en masa, de agua",4.1,,I,28,0,E0,P406,PP78,,,2021-06-01
waybill_materiales_peligrosos_2171,M2172,2-METILBUTANAL,3,,II,,1 L,E2,"P001
IBC02",,T4,TP1,2021-06-01
